sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,3,0,1,0,2,0,55.982052,55.611930,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
5,15,0,5,0,10,0,59.268816,66.822785,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
10,31,0,14,0,17,0,63.104354,74.364538,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
15,44,0,17,0,27,0,67.786517,90.948052,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
20,64,0,23,0,41,0,68.785007,96.981231,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
25,74,0,26,0,47,1,71.334996,103.100473,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
30,92,0,31,0,58,3,70.288421,101.228197,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
35,106,0,34,1,67,4,69.759490,105.352293,2,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
40,119,2,37,2,71,7,67.802305,109.702934,5,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
45,128,8,39,4,73,4,64.166325,108.426782,12,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
50,141,9,45,4,75,8,61.286191,107.161878,21,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
55,158,12,47,6,85,8,61.055420,107.571845,29,VISSIM_ADAPTER_NO-CONTROL,ok,0.37794
60,169,16,52,6,88,7,59.189165,108.376159,34,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
65,189,17,56,5,96,15,59.406838,109.152220,23,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
70,199,21,59,4,92,23,63.530189,110.874207,19,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
75,212,35,63,2,94,18,66.268630,112.239178,14,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
80,235,44,71,2,98,20,68.647885,107.222299,15,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
85,245,55,74,3,93,20,69.684784,109.183871,19,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
90,260,64,79,3,88,26,69.485731,108.333957,23,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
95,274,72,81,6,96,19,68.682950,109.580061,28,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
100,284,76,83,7,102,16,67.795679,109.671532,39,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
105,295,75,88,6,108,18,66.190221,109.204174,44,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
110,307,73,90,6,119,19,62.713632,106.249036,54,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
115,312,77,85,10,128,12,59.823922,108.092024,68,VISSIM_ADAPTER_NO-CONTROL,ok,0.35879
