sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,7,0,1,0,6,0,54.644834,55.611930,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
5,30,0,9,0,21,0,57.003140,62.757569,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
10,65,0,16,0,49,0,58.654858,77.719340,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
15,99,0,24,0,75,0,60.754900,87.972739,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
20,125,0,31,0,94,0,62.945184,96.183137,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
25,154,0,36,0,116,2,63.679660,99.863436,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
30,179,0,40,0,135,4,62.757554,103.273682,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
35,208,1,45,2,153,7,59.883967,104.749738,3,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
40,240,5,51,2,168,14,57.375301,104.115777,16,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
45,280,13,60,4,191,12,54.769824,102.178287,31,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
50,315,20,66,6,209,14,53.883933,104.515368,46,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
55,358,25,73,8,237,15,53.663158,105.268453,62,VISSIM_ADAPTER_NO-CONTROL,ok,0.367755
60,397,33,83,11,252,18,52.405942,104.781802,71,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
65,438,42,90,8,278,20,51.007702,103.987263,69,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
70,482,46,94,4,303,35,51.255600,105.501739,77,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
75,519,58,104,4,324,29,50.872771,106.992785,85,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
80,558,66,108,8,341,35,50.388940,108.317490,111,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
85,593,83,110,4,356,40,49.060703,108.028491,142,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
90,624,97,119,6,371,31,48.105090,108.552427,153,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
95,661,103,125,10,393,30,46.303925,107.831029,179,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
100,686,111,129,10,400,36,44.990087,107.675785,192,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
105,716,120,131,7,424,34,43.634725,107.865847,215,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
110,742,129,130,14,437,32,41.585518,108.771137,256,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
115,767,133,132,18,448,36,39.659332,104.673263,279,VISSIM_ADAPTER_NO-CONTROL,ok,0.30601
120,787,146,131,19,454,37,37.633393,105.060839,300,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
125,812,159,133,20,476,24,34.543625,101.367118,323,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
130,836,140,137,23,478,58,35.397297,100.148730,299,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
135,872,141,139,26,495,71,36.891565,98.306518,288,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
140,896,155,139,36,513,53,37.441429,97.546982,294,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
145,925,165,141,39,520,60,38.195754,96.587145,290,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
150,933,185,137,46,512,53,37.093718,94.762694,302,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
155,950,201,136,49,514,50,36.408132,90.915021,306,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
160,975,209,136,52,525,53,35.533006,88.295363,317,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
165,994,223,132,51,526,62,35.268422,88.656179,337,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
170,1010,232,130,58,530,60,34.637518,87.779667,343,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
175,1027,237,132,57,528,73,33.783403,87.968766,362,VISSIM_ADAPTER_NO-CONTROL,ok,0.321149
180,1054,243,135,68,542,66,32.968415,86.698824,388,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
185,1087,258,141,69,560,59,32.046432,88.460746,407,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
190,1112,262,143,70,581,56,31.098755,90.831816,392,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
195,1137,258,143,60,592,84,31.489000,90.837124,393,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
200,1160,270,149,54,617,70,31.880801,88.358374,399,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
205,1187,275,157,52,636,67,32.990460,86.451911,397,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
210,1203,278,160,46,651,68,32.666647,82.586758,426,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
215,1219,283,165,42,668,61,31.758078,79.346370,442,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
220,1237,288,170,34,683,62,31.216421,76.845549,472,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
225,1245,290,172,25,694,64,30.433536,75.760609,505,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
230,1240,297,168,20,696,59,30.032165,74.367247,513,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
235,1240,311,165,17,687,60,29.992815,75.203734,534,VISSIM_ADAPTER_NO-CONTROL,ok,0.338852
