next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,5,54,16,0,0
-1,100,5,50,15,0,0
-1,200,5,50,14,0,0
-1,300,5,51,13,0,0
-1,400,5,39,12,0,0
-1,500,5,41,12,0,0
-1,600,5,46,12,0,0
-1,700,5,30,11,0,0
-1,800,5,32,21,0,0
-1,900,5,24,15,0,0
-1,1000,5,23,15,0,0
-1,1100,5,18,12,0,0
-1,1200,5,16,10,0,0
-1,1300,5,14,10,0,0
-1,1400,5,10,9,0,0
-1,1500,5,3,3,0,0
-1,1600,5,1,1,0,0
10636,0,0,12,1,0,0
10636,0,1,40,4,0,0
10636,0,2,52,12,0,0
10636,0,3,23,5,0,0
10636,0,4,22,2,0,0
10636,0,5,19,5,0,0
10636,100,0,15,2,0,0
10636,100,1,34,3,0,0
10636,100,2,55,11,0,0
10636,100,3,27,5,0,0
10636,100,4,19,0,0,0
10636,100,5,23,7,0,0
10636,200,0,12,2,0,0
10636,200,1,38,3,0,0
10636,200,2,55,10,0,0
10636,200,3,26,6,0,0
10636,200,4,19,0,0,0
10636,200,5,23,7,0,0
10636,300,0,14,2,0,0
10636,300,1,37,4,0,0
10636,300,2,47,9,0,0
10636,300,3,28,6,0,0
10636,300,4,19,0,0,0
10636,300,5,21,7,0,0
10636,400,0,13,1,0,0
10636,400,1,35,3,0,0
10636,400,2,50,10,0,0
10636,400,3,25,3,0,0
10636,400,4,21,0,0,0
10636,400,5,24,7,0,0
10636,500,0,13,2,0,0
10636,500,1,40,3,0,0
10636,500,2,53,9,0,0
10636,500,3,30,6,0,0
10636,500,4,21,0,0,0
10636,500,5,22,6,0,0
10636,600,0,15,2,0,0
10636,600,1,39,4,0,0
10636,600,2,49,7,0,0
10636,600,3,29,5,0,0
10636,600,4,21,0,0,0
10636,600,5,23,7,0,0
10636,700,0,12,3,0,0
10636,700,1,34,6,0,0
10636,700,2,45,12,0,0
10636,700,3,29,8,0,0
10636,700,4,16,0,0,0
10636,700,5,23,8,0,0
10636,800,0,14,2,0,0
10636,800,1,38,1,0,0
10636,800,2,53,11,0,0
10636,800,3,28,4,0,0
10636,800,4,22,1,0,0
10636,800,5,22,2,0,0
10636,900,0,12,0,0,0
10636,900,1,37,0,0,0
10636,900,2,53,2,0,0
10636,900,3,30,0,0,0
10636,900,4,23,0,0,0
10636,900,5,23,0,0,0
10636,1000,0,15,0,0,0
10636,1000,1,37,0,0,0
10636,1000,2,46,0,0,0
10636,1000,3,29,0,0,0
10636,1000,4,22,0,0,0
10636,1000,5,23,0,0,0
10636,1100,0,12,0,0,0
10636,1100,1,38,0,0,0
10636,1100,2,43,0,0,0
10636,1100,3,29,0,0,0
10636,1100,4,18,0,0,0
10636,1100,5,25,0,0,0
10636,1200,0,13,0,0,0
10636,1200,1,35,0,0,0
10636,1200,2,48,0,0,0
10636,1200,3,31,0,0,0
10636,1200,4,19,0,0,0
10636,1200,5,22,0,0,0
10636,1300,0,15,0,0,0
10636,1300,1,38,0,0,0
10636,1300,2,50,0,0,0
10636,1300,3,29,0,0,0
10636,1300,4,20,0,0,0
10636,1300,5,25,0,0,0
10636,1400,0,11,0,0,0
10636,1400,1,37,0,0,0
10636,1400,2,46,0,0,0
10636,1400,3,29,0,0,0
10636,1400,4,19,0,0,0
10636,1400,5,27,0,0,0
10636,1500,0,15,0,0,0
10636,1500,1,35,0,0,0
10636,1500,2,43,0,0,0
10636,1500,3,31,0,0,0
10636,1500,4,16,0,0,0
10636,1500,5,25,0,0,0
10636,1600,0,14,0,0,0
10636,1600,1,37,0,0,0
10636,1600,2,52,0,0,0
10636,1600,3,29,0,0,0
10636,1600,4,17,0,0,0
10636,1600,5,25,0,0,0
