sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,7,0,1,0,6,0,54.644834,55.611930,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
5,26,0,5,0,21,0,56.899615,66.822785,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
10,63,0,14,0,49,0,57.304125,74.364538,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
15,92,0,17,0,75,0,59.233763,90.948052,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
20,117,0,23,0,94,0,60.829393,96.981231,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
25,143,0,26,0,116,1,61.360370,103.100473,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
30,169,0,31,0,135,3,59.927870,101.228197,0,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
35,196,1,34,1,153,7,57.109093,105.352293,3,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
40,223,5,37,2,168,11,54.586672,109.702934,16,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
45,257,13,39,4,191,10,51.526534,108.426782,31,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
50,291,20,45,4,209,13,50.163714,107.161878,45,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
55,329,25,47,7,237,13,49.769696,107.571845,62,STACKELBERG_MPC_VISSIM_ADAPTER,ok,3.530144
60,362,33,52,8,252,17,48.143499,108.376159,71,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
65,398,42,56,7,278,15,46.643348,109.152220,68,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
70,438,45,59,5,303,26,46.629313,110.874207,77,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
75,468,57,63,3,323,22,45.476015,112.239178,85,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
80,510,66,71,3,341,29,44.777118,107.222299,111,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
85,543,81,74,4,353,31,43.671331,109.183871,142,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
90,574,95,80,5,367,27,42.733355,107.556253,153,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
95,604,100,81,8,390,25,40.715132,109.749184,179,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
100,629,111,84,8,399,27,39.674161,109.001371,192,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
105,662,117,90,5,422,28,38.937669,108.330897,215,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
110,685,127,91,5,437,25,36.335831,105.754650,253,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
115,707,131,87,8,451,30,35.463455,107.820952,278,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.517635
120,729,144,93,13,452,27,33.789376,106.387652,299,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
125,748,159,89,6,475,19,30.532417,102.871028,323,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
130,769,140,93,9,474,53,31.396680,99.423652,290,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
135,806,141,96,12,495,62,33.320324,97.319256,272,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
140,835,155,101,18,512,49,34.357149,97.067445,272,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
145,862,166,103,22,518,53,35.760954,99.106231,277,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
150,874,187,99,23,511,54,35.968632,103.278900,284,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
155,894,202,96,23,514,59,36.380562,102.449257,288,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
160,919,210,99,27,525,58,36.216224,102.087542,294,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
165,943,224,101,30,526,62,36.443108,104.551155,313,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
170,960,233,102,34,530,61,36.120494,107.386692,317,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
175,974,238,104,35,528,69,35.095169,107.136025,337,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.493331
180,1005,244,114,45,542,60,34.666703,106.381616,362,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
185,1031,259,112,44,560,56,33.003238,106.611338,386,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
190,1055,263,113,47,581,51,31.213790,102.960027,365,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
195,1078,264,114,40,592,68,31.233546,105.324968,364,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
200,1093,272,110,33,616,62,31.413146,105.360500,388,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
205,1114,281,112,22,635,64,32.536166,104.599677,390,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
210,1121,283,104,17,646,71,32.432548,103.331355,419,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
215,1126,291,96,18,662,59,31.348293,103.392194,438,STACKELBERG_MPC_VISSIM_ADAPTER,ok,4.436902
