sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,900.000000,600.000000,10.000000,10.000000,120.000000,3,0,1,0,2,0,55.982052,55.611930,0
10,900.000000,600.000000,10.000000,10.000000,120.000000,21,0,4,0,17,0,57.343218,71.961766,0
20,900.000000,600.000000,10.000000,10.000000,120.000000,42,0,5,0,37,0,58.713944,99.135487,0
30,900.000000,600.000000,10.000000,10.000000,120.000000,64,0,11,0,52,1,59.022023,92.066680,0
40,900.000000,600.000000,10.000000,10.000000,120.000000,86,2,13,1,65,5,57.498326,111.763743,5
50,900.000000,600.000000,10.000000,10.000000,120.000000,98,8,14,2,71,3,49.464810,116.394589,18
60,900.000000,600.000000,10.000000,10.000000,120.000000,114,14,13,2,80,5,46.170327,120.866763,31
70,900.000000,600.000000,10.000000,10.000000,120.000000,135,20,13,2,85,15,48.466692,117.027812,10
80,900.000000,600.000000,10.000000,10.000000,120.000000,149,41,16,0,75,17,54.132363,111.731736,16
90,900.000000,600.000000,10.000000,10.000000,120.000000,163,62,17,2,72,10,53.402404,116.801277,19
100,900.000000,600.000000,10.000000,10.000000,120.000000,179,72,19,1,80,7,51.222953,115.012626,30
110,900.000000,600.000000,10.000000,10.000000,120.000000,194,67,19,5,95,8,44.663508,111.802145,45
120,900.000000,600.000000,10.000000,10.000000,120.000000,213,68,18,5,113,9,37.551657,110.251547,74
130,900.000000,600.000000,10.000000,10.000000,120.000000,230,50,19,4,109,48,45.213327,110.133580,26
140,900.000000,600.000000,10.000000,10.000000,120.000000,249,79,18,8,113,31,51.855852,114.489751,18
150,900.000000,600.000000,10.000000,10.000000,120.000000,266,98,17,12,121,18,50.934982,113.353316,27
160,900.000000,600.000000,10.000000,10.000000,120.000000,277,107,17,10,121,22,48.602728,113.678756,34
170,900.000000,600.000000,10.000000,10.000000,120.000000,284,101,19,11,116,37,43.735345,105.271070,57
180,900.000000,600.000000,10.000000,10.000000,120.000000,292,106,21,8,126,31,40.731173,105.155678,79
190,900.000000,600.000000,10.000000,10.000000,120.000000,318,98,29,5,136,50,44.898131,105.021488,44
200,900.000000,600.000000,10.000000,10.000000,120.000000,333,120,27,7,151,28,49.432175,111.553907,40
210,900.000000,600.000000,10.000000,10.000000,120.000000,336,141,24,2,145,24,46.457620,110.513411,50
220,900.000000,600.000000,10.000000,10.000000,120.000000,347,154,25,0,148,20,42.812867,105.757784,81
230,900.000000,600.000000,10.000000,10.000000,120.000000,350,162,23,1,145,19,37.637323,110.218439,113
240,900.000000,600.000000,10.000000,10.000000,120.000000,362,164,25,3,157,13,32.011243,114.926310,153
