sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,5,0,2,0,3,0,55.028336,56.478630,0,VISSIM_ADAPTER_WU,ok,0.781685
5,33,0,14,0,19,0,57.193816,61.911950,0,VISSIM_ADAPTER_WU,ok,0.781685
10,76,0,28,0,48,0,59.298484,70.965677,0,VISSIM_ADAPTER_WU,ok,0.781685
15,118,0,37,0,81,0,61.555757,82.595905,0,VISSIM_ADAPTER_WU,ok,0.781685
20,156,0,46,0,109,1,62.561154,87.109077,0,VISSIM_ADAPTER_WU,ok,0.781685
25,198,0,55,0,141,2,62.040532,87.608517,0,VISSIM_ADAPTER_WU,ok,0.781685
30,233,0,62,0,168,3,61.848746,90.945770,0,VISSIM_ADAPTER_WU,ok,0.781685
35,268,0,67,0,193,8,59.251407,88.156411,3,VISSIM_ADAPTER_WU,ok,0.781685
40,308,6,71,2,217,12,56.375943,88.091786,10,VISSIM_ADAPTER_WU,ok,0.781685
45,339,13,79,5,226,16,53.655681,87.104389,25,VISSIM_ADAPTER_WU,ok,0.781685
50,364,30,86,6,226,16,50.357647,84.691701,41,VISSIM_ADAPTER_WU,ok,0.781685
55,392,44,90,7,233,18,48.845273,82.683179,54,VISSIM_ADAPTER_WU,ok,0.781685
60,426,57,98,9,243,19,46.884047,81.994858,73,VISSIM_ADAPTER_WU,ok,0.90303
65,457,68,103,7,261,18,45.335939,84.537856,82,VISSIM_ADAPTER_WU,ok,0.90303
70,483,70,104,5,274,30,45.904004,87.762061,86,VISSIM_ADAPTER_WU,ok,0.90303
75,506,85,107,4,285,25,45.682088,87.176369,98,VISSIM_ADAPTER_WU,ok,0.90303
80,537,91,114,2,295,35,45.524031,86.174666,109,VISSIM_ADAPTER_WU,ok,0.90303
85,564,99,115,5,308,37,46.052940,88.250393,126,VISSIM_ADAPTER_WU,ok,0.90303
